thefe|these
socicty|society
dclla|della
unted|united
fpecimen|specimen
expreffing|expressing
folitary|solitary
fland|stand
myfterious|mysterious
roofe|roose
imprifoned|imprisoned
deftructive|destructive
monf|mons
scottifh|scottish
richeft|richest
ftructure|structure
herefy|heresy
precifion|precision
wifer|wiser
folemnity|solemnity
llana|liana
fcholars|scholars
heut|lieut
fexes|sexes
defcending|descending
navely|naively
dimenfions|dimensions
diffufed|diffused
fimply|simply
illuftrated|illustrated
ferial|serial
differt|dissert
fcandalous|scandalous
fruitlefs|fruitless
effcient|efficient
fovereigns|sovereigns
relifh|relish
fprung|sprung
nfluence|influence
feeking|seeking
unversty|university
haftily|hastily
difadvantage|disadvantage
cortef|cortes
diverfity|diversity
boof|boos
facc|face
blackf|blacks
opprefled|oppressed
monftrous|monstrous
cenfured|censured
wel|well
vokes|yokes
vife|vise
industrv|industry
fufpicions|suspicions
fcorn|scorn
confequent|consequent
folitude|solitude
fache|sache
lincoin|lincoln
counfellors|counsellors
fenfibly|sensibly
aftonifhing|astonishing
neceflaries|necessaries
conftitutional|constitutional
fucceffively|successively
refults|results
mufical|musical
aflift|assist
goldf|golds
conftancy|constancy
cuftomary|customary
perfeft|perfect
fhed|shed
excufed|excused
fondnefs|fondness
poffeffed|possessed
preffing|pressing
exprefles|expresses
tbese|these
difcord|discord
fack|sack
phvsical|physical
nac|nacl
ftraw|straw
meflage|message
fubfervient|subservient
fshing|fishing
haftened|hastened
penfion|pension
mofs|moss
herc|here
finallv|finally
societ|societe
difcuffion|discussion
wil|will
infpiration|inspiration
specifed|specified
objefts|objects
iflued|issued
fecondly|secondly
wifli|wish
fplendor|splendor
difcovers|discovers
engliih|english
boldnefs|boldness
poffefled|possessed
fubftantial|substantial
refource|resource
csse|esse
reftoring|restoring
fpots|spots
garrifons|garrisons
pric|prie
adminiftered|administered
propertv|property
ftations|stations
courfes|courses
hafty|hasty
obfervance|observance
effciency|efficiency
tranfports|transports
fpeaker|speaker
leucorrhcea|leucorrhoea
glafgow|glasgow
propenfity|propensity
profperous|prosperous
wildernefs|wilderness
fpeed|speed
profeffions|professions
horfeback|horseback
promifing|promising
diftinctly|distinctly
fcholar|scholar
eftimated|estimated
caffin|cassin
perufal|perusal
fupplying|supplying
fhade|shade
ferviceable|serviceable
diverfion|diversion
dofs|doss
sclf|self
epifcopal|episcopal
hufton|huston
simplv|simply
scienta|scientia
objecl|object
mufe|muse
funf|suns
interpofition|interposition
fifhing|fishing
refufing|refusing
ftrata|strata
rofes|roses
fpoil|spoil
thof|thos
ftrait|strait
admiffion|admission
fullv|fully
evervthing|everything
releafe|release
addifon|addison
laff|lass
refearches|researches
finifh|finish
shau|shall
falles|salles
himfelfe|himselfe
apprehenfive|apprehensive
refident|resident
flut|slut
coufin|cousin
goddefs|goddess
rhne|rhone
secr|seer
fwelling|swelling
affurance|assurance
turkifh|turkish
ifraelites|israelites
furly|surly
diflike|dislike
polifhed|polished
essavs|essays
ften|sten
thcc|thee
foda|soda
fucceflion|succession
confciences|consciences
slands|islands
profecuted|prosecuted
bovs|boys
citic|citie
publc|public
pofitively|positively
energv|energy
pofleffions|possessions
martnez|martinez
martn|martin
refpedt|respect
eagernefs|eagerness
fhortly|shortly
comc|come
baft|bast
corredor|corrector
froft|frost
rodrguez|rodriguez
confrm|confirm
lnde|inde
hofpitality|hospitality
effefts|effects
fuffice|suffice
refl|rest
befeech|beseech
accufe|accuse
germanv|germany
obftacles|obstacles
vorks|yorks
lillis|hills
survev|survey
fpecious|specious
enfued|ensued
fucceffive|successive
correfpondent|correspondent
clearlv|clearly
fpeeches|speeches
levei|level
forfake|forsake
difpleafed|displeased
cesophagus|oesophagus
juftification|justification
deceafe|decease
paufe|pause
generallv|generally
fxed|fixed
ofier|osier
audion|auction
afpect|aspect
ftories|stories
anfwerable|answerable
phcebus|phoebus
fhelter|shelter
fentences|sentences
ctiam|etiam
fhown|shown
abftract|abstract
pacif|pacis
figner|signer
infenfibly|insensibly
defning|defining
generalife|generalise
winchefter|winchester
preflure|pressure
folicited|solicited
afcent|ascent
vertas|veritas
fubjected|subjected
supplv|supply
socal|social
extinguifhed|extinguished
aflure|assure
fubdue|subdue
falts|salts
mefs|mess
abolifhed|abolished
unanimoufly|unanimously
fpeculative|speculative
furgeon|surgeon
houfehold|household
wholefome|wholesome
fatisfactory|satisfactory
januarv|january
fena|sena
ftrengthened|strengthened
correfpond|correspond
profecute|prosecute
underftandings|understandings
impreflion|impression
fuits|suits
philosophv|philosophy
workf|works
conftitutes|constitutes
phant|pliant
lsis|isis
hooff|hoofs
difturbance|disturbance
fenfual|sensual
irrefiftible|irresistible
ver|over
easv|easy
aflurance|assurance
tranfparent|transparent
carrv|carry
fuffers|suffers
difobedience|disobedience
devife|devise
trif|tris
inftruct|instruct
honor|honore
als|also
epiftles|epistles
waming|washing
liong|hong
encreafed|encreased
movens|moyens
fport|sport
frec|free
illnefs|illness
fpeculation|speculation
classifed|classified
fecondary|secondary
unfuccefsful|unsuccessful
boafted|boasted
gencral|general
obftacle|obstacle
ufurpation|usurpation
easilv|easily
remorfe|remorse
forgivenefs|forgiveness
genf|gens
loeal|local
fecl|feel
refts|rests
woofter|wooster
fscal|fiscal
ading|acting
vii|viii
nourifhment|nourishment
cenfures|censures
expeft|expect
fupernatural|supernatural
pubhc|public
perfecuted|persecuted
lncluding|including
defcendants|descendants
thyfelf|thyself
traffc|traffic
purfe|purse
ndiana|indiana
mifchiefs|mischiefs
difdain|disdain
trait|traite
fuccefsfully|successfully
fummons|summons
perfonally|personally
fouthward|southward
faver|saver
fwords|swords
counterf|counters
seftor|sector
falary|salary
fervile|servile
felle|selle
fongs|songs
themfclves|themselves
mage|image
fervitude|servitude
eftablimed|established
teftimonies|testimonies
aded|acted
fulla|sulla
nurfe|nurse
activitv|activity
fuperficial|superficial
all|alli
oppofing|opposing
refumed|resumed
finning|sinning
refted|rested
fundry|sundry
intrductin|introduction
fhorter|shorter
punimment|punishment
feftival|festival
patriotifm|patriotism
posf|poss
nsurance|insurance
crcesus|croesus
diocefe|diocese
likc|like
lbrary|library
converfant|conversant
thif|this
manufcripts|manuscripts
ceafes|ceases
scentia|scientia
memorv|memory
phyfic|physic
verfion|version
dysmenorrhcea|dysmenorrhoea
fecular|secular
rganization|organization
psvchology|psychology
fali|sali
husb|hush
englsh|english
neceffities|necessities
carv|cary
qualitv|quality
magnifcent|magnificent
ard|arid
acle|acte
preffure|pressure
profufion|profusion
ftting|fitting
fpeculations|speculations
thruft|thrust
confpirators|conspirators
vifcount|viscount
deareft|dearest
forefee|foresee
lail|lall
cofts|costs
flanding|standing
devifed|devised
affign|assign
afunder|asunder
hthe|lithe
socit|societe
fanguine|sanguine
finful|sinful
carf|cars
llle|lile
fanction|sanction
animofity|animosity
lodin|iodin
rgime|regime
scps|seps
fcope|scope
bctween|between
poff|poss
prefenting|presenting
aftions|actions
majefties|majesties
furin|surin
flaughter|slaughter
diftinft|distinct
lordfhips|lordships
luli|lull
aganst|against
bifliop|bishop
hght|light
feemingly|seemingly
souf|sous
mvself|myself
illuftration|illustration
likenefs|likeness
avcc|avec
hafe|hase
fupports|supports
expenfe|expense
fpecified|specified
leafl|least
fhalt|shalt
fealed|sealed
difcouraged|discouraged
andv|andy
mifchievous|mischievous
tben|then
afleep|asleep
fkilful|skilful
releafed|released
rder|order
defolation|desolation
hiflory|history
diftricts|districts
carth|earth
thcr|ther
remonftrances|remonstrances
tranfaction|transaction
reftlefs|restless
truftees|trustees
fpoils|spoils
elif|elis
affure|assure
moift|moist
grandfon|grandson
baving|baying
pen|open
queft|quest
pcena|poena
natonal|national
refulting|resulting
infeparable|inseparable
scientifc|scientific
defnitely|definitely
nafe|nase
depofed|deposed
fignification|signification
decifions|decisions
comprehenfive|comprehensive
directlv|directly
mpact|impact
ftipulated|stipulated
liams|hams
dift|dist
fager|sager
flighting|slighting
landfcape|landscape
liath|hath
forf|fors
ftick|stick
expreflions|expressions
compenfation|compensation
swifs|swiss
cenone|oenone
crdova|cordova
imprefled|impressed
ntelligence|intelligence
enemv|enemy
lels|leis
ftead|stead
fayer|sayer
academv|academy
werc|were
antf|ants
socety|society
nifi|nisi
fuccour|succour
abfurdities|absurdities
lnterruptions|interruptions
fufpicious|suspicious
inquifition|inquisition
newcaftle|newcastle
finging|singing
impofition|imposition
lled|lied
deftroys|destroys
infults|insults
mid|midi
unifed|unified
fkins|skins
fubjecls|subjects
confdent|confident
fhells|shells
hypocrify|hypocrisy
excife|excise
hman|liman
diftinctions|distinctions
mperial|imperial
ftem|stem
phrafes|phrases
hefitation|hesitation
commiflioners|commissioners
polifh|polish
ftopped|stopped
fecrets|secrets
reftitution|restitution
sin|sino
afferted|asserted
strid|strict
defpotic|despotic
infulted|insulted
lris|iris
fullen|sullen
felfifh|selfish
anguifh|anguish
authoritv|authority
secton|section
practife|practise
meffiah|messiah
vifiting|visiting
liil|lill
difcernment|discernment
gonorrhceal|gonorrhoeal
affume|assume
tempeft|tempest
efprit|esprit
craf|cras
hufbands|husbands
juhan|julian
diftruft|distrust
particularlv|particularly
manfion|mansion
afcending|ascending
fluck|stuck
mportant|important
secm|seem
unjuftly|unjustly
amfterdam|amsterdam
deferts|deserts
anvthing|anything
gracioufly|graciously
lield|held
repulfed|repulsed
calorics|calories
imprefs|impress
ftarted|started
fteel|steel
amufed|amused
colonifts|colonists
auftrian|austrian
lufts|lusts
arrefted|arrested
aftir|astir
fatire|satire
pofted|posted
fwore|swore
adminifter|administer
thirtv|thirty
wthout|without
expreffive|expressive
inft|inst
fulnefs|fulness
voke|yoke
hardfhips|hardships
certainlv|certainly
ftretch|stretch
fubfcribed|subscribed
eacb|each
pruffian|prussian
ftrikes|strikes
fubjection|subjection
feft|fest
expefted|expected
enfue|ensue
praifed|praised
rifk|risk
aso|also
bject|object
fafhionable|fashionable
pfalm|psalm
amenorrhcea|amenorrhoea
maft|mast
furprizing|surprizing
tvpes|types
praftice|practice
ftaid|staid
fections|sections
primarv|primary
difciple|disciple
feth|seth
rosc|rose
fubtle|subtle
foar|soar
seafon|season
difmal|dismal
confrmation|confirmation
flourifhed|flourished
fubordination|subordination
ffty|fifty
fway|sway
liftened|listened
gernimo|geronimo
propofes|proposes
carner|earner
baff|bass
tvro|tyro
paffes|passes
vellow|yellow
fofter|foster
fpecimens|specimens
fnish|finish
vicw|view
witneffes|witnesses
gloucefter|gloucester
fifhery|fishery
hver|liver
farin|sarin
obferver|observer
pufhed|pushed
feizing|seizing
defnitions|definitions
fnest|finest
cbas|chas
raffe|rasse
forrows|sorrows
univerfities|universities
rght|right
ndependent|independent
folicitude|solicitude
fhores|shores
fucceeds|succeeds
pofe|pose
actuallv|actually
abforbed|absorbed
windfor|windsor
addreffed|addressed
fieve|sieve
cburch|church
metaphyfical|metaphysical
paftoral|pastoral
vost|yost
groundlefs|groundless
arreft|arrest
flamens|stamens
monafteries|monasteries
almofl|almost
reftraints|restraints
arcb|arch
pofleffed|possessed
nvestment|investment
prav|pray
fowing|sowing
parf|pars
feditious|seditious
nterview|interview
flrong|strong
fyllable|syllable
rcafon|reason
fhine|shine
refume|resume
ufefulnefs|usefulness
lvi|levi
ftyled|styled
musc|music
aflume|assume
mufick|musick
fubftitute|substitute
afligned|assigned
fyllables|syllables
fuper|super
xxv|xxvi
immediatelv|immediately
infignificant|insignificant
difadvantages|disadvantages
threc|three
liued|hued
ftupid|stupid
canc|cane
havc|have
ferene|serene
analyfis|analysis
monfter|monster
ftretched|stretched
guefts|guests
rafh|rash
pcnn|penn
faftened|fastened
ftorms|storms
ftatement|statement
allufion|allusion
attefted|attested
crofled|crossed
tuefday|tuesday
confl|const
fermons|sermons
ncreased|increased
fky|sky
fibi|sibi
meflenger|messenger
fubftituted|substituted
fubfcription|subscription
expofing|exposing
fuperiors|superiors
flim|slim
arcas|areas
licentioufnefs|licentiousness
fhock|shock
aftronomy|astronomy
fcanty|scanty
exercifing|exercising
fixteenth|sixteenth
realitv|reality
forefeen|foreseen
meannefs|meanness
pafted|pasted
pureft|purest
fcore|score
paffive|passive
confume|consume
amerca|america
faline|saline
resum|resume
blifs|bliss
deepeft|deepest
adjufted|adjusted
difgufted|disgusted
fwallowed|swallowed
difmifled|dismissed
queftioned|questioned
garc|gare
fricdrich|friedrich
aclion|action
falin|salin
highlv|highly
whofoever|whosoever
foong|soong
rces|roes
hardnefs|hardness
elaftic|elastic
felect|select
dofe|dose
exclufion|exclusion
merelv|merely
gd|good
fcveral|several
fufpend|suspend
addrefles|addresses
breafts|breasts
ranfom|ransom
nstitution|institution
superfcial|superficial
liftings|listings
fubfifting|subsisting
leflen|lessen
feconded|seconded
ufurped|usurped
defenfive|defensive
sceurs|soeurs
skeldon|skeleton
confulting|consulting
ntroducton|introduction
ana|anal
exprefly|expressly
decreafe|decrease
v|viii
accomplifhment|accomplishment
llon|lion
wifhing|wishing
folicit|solicit
oppreffive|oppressive
peninfula|peninsula
fhades|shades
furround|surround
sball|shall
crifis|crisis
calaf|calas
tbose|those
forefaw|foresaw
adverfe|adverse
notb|noth
eved|eyed
fayd|sayd
leya|leva
folidity|solidity
diftinguimed|distinguished
beng|being
diftrefled|distressed
lke|like
eafter|easter
fubfcribe|subscribe
senf|sens
ftamp|stamp
februarv|february
qualifed|qualified
regon|oregon
pida|picta
fhell|shell
ike|like
timc|time
fcenery|scenery
conftructed|constructed
furi|suri
prefcribe|prescribe
fhake|shake
afted|acted
identitv|identity
dentity|identity
nitial|initial
ftrokes|strokes
opprefs|oppress
voic|voie
fubjed|subject
haftings|hastings
thurfday|thursday
roufed|roused
difcontented|discontented
faireft|fairest
undcr|under
feals|seals
durng|during
defciency|deficiency
diflenters|dissenters
counfellor|counsellor
stiu|still
davics|davies
expedt|expect
infcribed|inscribed
refolute|resolute
fuccours|succours
clofet|closet
clusion|elusion
lves|lyes
